Round,Date,HomeTeam,HomeYellows,HomeReds,HomeSecondYellows,AwayTeam,AwayYellows,AwayReds,AwaySecondYellows,Referee,RefereeYellows,RefereeReds,Stadium,Location,Attendance
Round 21,26/01/18,Athletic Club,0,0,0,Eibar,0,0,0,Mario Melero Lopez,5.53,0.2,San Mamés,"Bilbao, Spain",39331
Round 21,27/01/18,Deportivo,6,0,1,Levante,5,0,0,Pablo Gonzales Fuertes,5.91,0.37,Riazor,"La Coruna, Spain",20151
Round 21,27/01/18,Valencia,2,0,0,Real Madrid,3,0,0,Javier Estrada Fernandez,5.38,0.25,Mestalla,"Valencia, Spain",47034
Round 21,27/01/18,Málaga,1,0,1,Girona,1,0,0,Alberto Undiano,4.53,0.14,La Rosaleda,"Malaga, Spain",22125
Round 21,27/01/18,Villarreal,1,0,0,Real Sociedad,1,0,0,Carlos Del Cerro Grande,4.81,0.22,Estadio de la Ceramica,"Villarreal, Spain",15052
Round 21,28/01/18,Leganés,2,0,0,Espanyol,4,0,0,Juan Martinez Munuera,4.9,0.19,Estadio Municipal de Butarque,"Leganes, Spain",10132
Round 21,28/01/18,Atl. Madrid,1,0,0,Las Palmas,2,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Cívitas Metropolitano,"Madrid, Spain",55363
Round 21,28/01/18,Sevilla,3,0,0,Getafe,3,0,0,Javier Alberola Rojas,3.71,0.15,Ramón Sánchez Pizjuán,"Seville, Spain",34011
Round 21,28/01/18,Barcelona,0,0,0,Alavés,2,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Spotify Camp Nou,"Barcelona, Spain",62369
Round 21,29/01/18,Celta,1,0,0,Betis,5,0,0,Jose Maria Sanchez Martinez,5.72,0.28,Municipal de Balaidos,"Vigo, Spain",14667
Round 20,19/01/18,Getafe,5,0,0,Athletic Club,1,0,0,Jesus Gil Manzano,5.28,0.26,Coliseum Alfonso Pérez,"Getafe, Spain",11457
Round 20,20/01/18,Espanyol,4,0,0,Sevilla,2,0,0,Alberto Undiano,4.53,0.14,RCDE Stadium,"Cornella, Spain",19607
Round 20,20/01/18,Atl. Madrid,4,0,0,Girona,3,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Cívitas Metropolitano,"Madrid, Spain",55076
Round 20,20/01/18,Villarreal,2,0,0,Levante,2,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Estadio de la Ceramica,"Villarreal, Spain",16773
Round 20,20/01/18,Las Palmas,2,0,0,Valencia,7,0,2,José Luis Munuera Montero,4.75,0.37,Gran Canaria,"Las Palmas de Gran Canaria, Spain",20242
Round 20,21/01/18,Alavés,2,0,1,Leganés,3,0,0,Daniel Jesus Trujillo Suarez,4.75,0.26,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",19637
Round 20,21/01/18,Real Madrid,0,0,0,Deportivo,2,0,0,David Fernandez Borbalan,5.63,0.31,Santiago Bernabéu,"Madrid, Spain",63504
Round 20,21/01/18,Real Sociedad,1,0,0,Celta,2,0,0,Antonio Mateu Lahoz,5.18,0.22,Reale Arena,"San Sebastian, Spain",19081
Round 20,21/01/18,Betis,2,0,0,Barcelona,2,0,0,Santiago Jaime Latre,5.58,0.22,Benito Villamarin,"Seville, Spain",53426
Round 20,22/01/18,Eibar,1,0,0,Málaga,2,0,1,David Medie Jimenez,4.94,0.31,Ipurua Municipal Stadium,"Eibar, Spain",4520
Round 19,12/1/2018,Getafe,3,0,0,Málaga,1,0,0,Juan Martinez Munuera,4.9,0.19,Coliseum Alfonso Pérez,"Getafe, Spain",9057
Round 19,13/01/18,Girona,2,0,0,Las Palmas,5,0,0,Mario Melero Lopez,5.53,0.2,Estadi Montilivi,"Girona, Spain",10037
Round 19,13/01/18,Real Madrid,2,0,0,Villarreal,1,0,0,Alberto Undiano,4.53,0.14,Santiago Bernabéu,"Madrid, Spain",63403
Round 19,13/01/18,Eibar,2,0,0,Atl. Madrid,1,0,0,Antonio Mateu Lahoz,5.18,0.22,Ipurua Municipal Stadium,"Eibar, Spain",6186
Round 19,13/01/18,Deportivo,1,0,0,Valencia,2,0,0,Javier Alberola Rojas,3.71,0.15,Riazor,"La Coruna, Spain",19031
Round 19,14/01/18,Levante,4,0,0,Celta,3,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Ciudad de Valencia,"Valencia, Spain",17007
Round 19,14/01/18,Alavés,4,0,1,Sevilla,2,0,0,Jose Maria Sanchez Martinez,5.72,0.28,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",19413
Round 19,14/01/18,Espanyol,2,0,0,Athletic Club,4,0,0,Daniel Jesus Trujillo Suarez,4.75,0.26,RCDE Stadium,"Cornella, Spain",20228
Round 19,14/01/18,Real Sociedad,2,0,0,Barcelona,2,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Reale Arena,"San Sebastian, Spain",23277
Round 19,15/01/18,Betis,2,0,0,Leganés,3,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Benito Villamarin,"Seville, Spain",41777
Round 18,6/1/2018,Atl. Madrid,6,0,1,Getafe,3,0,0,José Luis Munuera Montero,4.75,0.37,Cívitas Metropolitano,"Madrid, Spain",47023
Round 18,6/1/2018,Valencia,5,0,0,Girona,5,0,0,David Fernandez Borbalan,5.63,0.31,Mestalla,"Valencia, Spain",27749
Round 18,6/1/2018,Las Palmas,3,0,0,Eibar,3,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Gran Canaria,"Las Palmas de Gran Canaria, Spain",12059
Round 18,6/1/2018,Sevilla,3,0,0,Betis,6,0,0,Jesus Gil Manzano,5.28,0.26,Ramón Sánchez Pizjuán,"Seville, Spain",40282
Round 18,7/1/2018,Leganés,0,0,0,Real Sociedad,1,0,0,Javier Estrada Fernandez,5.38,0.25,Estadio Municipal de Butarque,"Leganes, Spain",7523
Round 18,7/1/2018,Barcelona,0,0,0,Levante,4,0,0,Carlos Del Cerro Grande,4.81,0.22,Spotify Camp Nou,"Barcelona, Spain",56380
Round 18,7/1/2018,Athletic Club,2,0,0,Alavés,4,0,0,Pablo Gonzales Fuertes,5.91,0.37,San Mamés,"Bilbao, Spain",41000
Round 18,7/1/2018,Villarreal,4,0,0,Deportivo,3,0,0,David Medie Jimenez,4.94,0.31,Estadio de la Ceramica,"Villarreal, Spain",15442
Round 18,7/1/2018,Celta,2,0,0,Real Madrid,2,0,0,Santiago Jaime Latre,5.58,0.22,Municipal de Balaidos,"Vigo, Spain",20872
Round 18,8/1/2018,Málaga,2,0,0,Espanyol,3,0,0,Antonio Mateu Lahoz,5.18,0.22,La Rosaleda,"Malaga, Spain",12149
Round 17,19/12/17,Levante,5,0,1,Leganés,5,0,1,Santiago Jaime Latre,5.58,0.22,Ciudad de Valencia,"Valencia, Spain",14639
Round 17,20/12/17,Getafe,3,0,0,Las Palmas,1,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Coliseum Alfonso Pérez,"Getafe, Spain",9231
Round 17,20/12/17,Real Sociedad,1,0,0,Sevilla,5,0,0,Alejandro Hernandez,5.52,0.27,Reale Arena,"San Sebastian, Spain",17205
Round 17,21/12/17,Eibar,1,0,0,Girona,2,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Ipurua Municipal Stadium,"Eibar, Spain",4867
Round 17,21/12/17,Alavés,3,0,0,Málaga,4,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",18733
Round 17,22/12/17,Betis,1,1,0,Athletic Club,2,0,0,Juan Martinez Munuera,4.9,0.19,Benito Villamarin,"Seville, Spain",42713
Round 17,22/12/17,Espanyol,2,0,0,Atl. Madrid,5,0,0,Mario Melero Lopez,5.53,0.2,RCDE Stadium,"Cornella, Spain",19327
Round 17,23/12/17,Real Madrid,2,1,0,Barcelona,2,0,0,Jose Maria Sanchez Martinez,5.72,0.28,Santiago Bernabéu,"Madrid, Spain",80264
Round 17,23/12/17,Valencia,6,0,1,Villarreal,4,0,1,Daniel Jesus Trujillo Suarez,4.75,0.26,Mestalla,"Valencia, Spain",39181
Round 17,23/12/17,Deportivo,2,0,0,Celta,2,0,0,Alberto Undiano,4.53,0.14,Riazor,"La Coruna, Spain",27877
Round 16,15/12/17,Sevilla,2,0,0,Levante,3,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Ramón Sánchez Pizjuán,"Seville, Spain",25803
Round 16,16/12/17,Athletic Club,3,0,0,Real Sociedad,0,0,0,David Fernandez Borbalan,5.63,0.31,San Mamés,"Bilbao, Spain",45504
Round 16,16/12/17,Eibar,1,0,0,Valencia,4,0,0,Pablo Gonzales Fuertes,5.91,0.37,Ipurua Municipal Stadium,"Eibar, Spain",5219
Round 16,16/12/17,Atl. Madrid,3,0,0,Alavés,4,0,0,Jesus Gil Manzano,5.28,0.26,Cívitas Metropolitano,"Madrid, Spain",49937
Round 16,17/12/17,Girona,2,0,0,Getafe,6,0,0,Alberto Undiano,4.53,0.14,Estadi Montilivi,"Girona, Spain",10095
Round 16,17/12/17,Celta,1,0,0,Villarreal,3,0,0,Javier Estrada Fernandez,5.38,0.25,Municipal de Balaidos,"Vigo, Spain",18215
Round 16,17/12/17,Las Palmas,3,0,0,Espanyol,3,0,0,Jose Maria Sanchez Martinez,5.72,0.28,Gran Canaria,"Las Palmas de Gran Canaria, Spain",14020
Round 16,17/12/17,Barcelona,0,0,0,Deportivo,1,0,0,Antonio Mateu Lahoz,5.18,0.22,Spotify Camp Nou,"Barcelona, Spain",53607
Round 16,18/12/17,Málaga,2,1,0,Betis,2,0,0,Javier Alberola Rojas,3.71,0.15,La Rosaleda,"Malaga, Spain",22488
Round 16,21/02/18,Leganés,3,0,0,Real Madrid,1,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Estadio Municipal de Butarque,"Leganes, Spain",11423
Round 15,8/12/2017,Alavés,2,0,0,Las Palmas,0,0,0,David Medie Jimenez,4.94,0.31,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",18567
Round 15,9/12/2017,Getafe,1,0,0,Eibar,4,0,0,Javier Alberola Rojas,3.71,0.15,Coliseum Alfonso Pérez,"Getafe, Spain",9320
Round 15,9/12/2017,Real Madrid,0,0,0,Sevilla,2,0,0,Juan Martinez Munuera,4.9,0.19,Santiago Bernabéu,"Madrid, Spain",76924
Round 15,9/12/2017,Deportivo,4,0,0,Leganés,4,0,0,Mario Melero Lopez,5.53,0.2,Riazor,"La Coruna, Spain",18366
Round 15,9/12/2017,Valencia,2,0,0,Celta,6,0,0,José Luis Munuera Montero,4.75,0.37,Mestalla,"Valencia, Spain",35633
Round 15,10/12/2017,Real Sociedad,1,0,0,Málaga,1,0,0,Carlos Del Cerro Grande,4.81,0.22,Reale Arena,"San Sebastian, Spain",16834
Round 15,10/12/2017,Betis,4,0,0,Atl. Madrid,3,0,0,Alejandro Hernandez,5.52,0.27,Benito Villamarin,"Seville, Spain",45517
Round 15,10/12/2017,Levante,3,0,0,Athletic Club,3,0,0,Javier Estrada Fernandez,5.38,0.25,Ciudad de Valencia,"Valencia, Spain",18005
Round 15,10/12/2017,Villarreal,2,1,0,Barcelona,1,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Estadio de la Ceramica,"Villarreal, Spain",21087
Round 15,11/12/2017,Espanyol,1,0,0,Girona,3,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,RCDE Stadium,"Cornella, Spain",13846
Round 14,1/12/2017,Málaga,1,0,0,Levante,3,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,La Rosaleda,"Malaga, Spain",17886
Round 14,2/12/2017,Barcelona,3,0,0,Celta,6,0,0,Mario Melero Lopez,5.53,0.2,Spotify Camp Nou,"Barcelona, Spain",63208
Round 14,2/12/2017,Atl. Madrid,1,0,0,Real Sociedad,2,0,0,Santiago Jaime Latre,5.58,0.22,Cívitas Metropolitano,"Madrid, Spain",57394
Round 14,2/12/2017,Sevilla,1,0,0,Deportivo,3,0,0,Jose Maria Sanchez Martinez,5.72,0.28,Ramón Sánchez Pizjuán,"Seville, Spain",32017
Round 14,2/12/2017,Athletic Club,2,0,0,Real Madrid,4,0,1,Antonio Mateu Lahoz,5.18,0.22,San Mamés,"Bilbao, Spain",44884
Round 14,3/12/2017,Leganés,2,0,0,Villarreal,4,0,0,David Fernandez Borbalan,5.63,0.31,Estadio Municipal de Butarque,"Leganes, Spain",10017
Round 14,3/12/2017,Getafe,7,0,1,Valencia,4,0,0,David Medie Jimenez,4.94,0.31,Coliseum Alfonso Pérez,"Getafe, Spain",12480
Round 14,3/12/2017,Eibar,3,0,0,Espanyol,3,0,0,Alberto Undiano,4.53,0.14,Ipurua Municipal Stadium,"Eibar, Spain",4693
Round 14,3/12/2017,Las Palmas,1,0,0,Betis,6,0,1,Javier Estrada Fernandez,5.38,0.25,Gran Canaria,"Las Palmas de Gran Canaria, Spain",16313
Round 14,4/12/2017,Girona,1,0,0,Alavés,2,0,0,Javier Alberola Rojas,3.71,0.15,Estadi Montilivi,"Girona, Spain",7316
Round 13,24/11/17,Celta,2,0,0,Leganés,3,0,0,Alejandro Hernandez,5.52,0.27,Municipal de Balaidos,"Vigo, Spain",10611
Round 13,25/11/17,Alavés,6,0,1,Eibar,3,1,0,José Luis Munuera Montero,4.75,0.37,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",19727
Round 13,25/11/17,Real Madrid,1,0,0,Málaga,2,0,0,Jesus Gil Manzano,5.28,0.26,Santiago Bernabéu,"Madrid, Spain",75671
Round 13,25/11/17,Betis,2,0,0,Girona,1,0,0,Carlos Del Cerro Grande,4.81,0.22,Benito Villamarin,"Seville, Spain",45681
Round 13,25/11/17,Levante,2,0,0,Atl. Madrid,1,0,0,Daniel Jesus Trujillo Suarez,4.75,0.26,Ciudad de Valencia,"Valencia, Spain",21549
Round 13,26/11/17,Deportivo,4,0,0,Athletic Club,1,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Riazor,"La Coruna, Spain",20879
Round 13,26/11/17,Real Sociedad,3,0,1,Las Palmas,3,0,0,Pablo Gonzales Fuertes,5.91,0.37,Reale Arena,"San Sebastian, Spain",19780
Round 13,26/11/17,Villarreal,3,0,1,Sevilla,3,0,0,Javier Alberola Rojas,3.71,0.15,Estadio de la Ceramica,"Villarreal, Spain",18698
Round 13,26/11/17,Valencia,4,0,0,Barcelona,0,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Mestalla,"Valencia, Spain",47775
Round 13,27/11/17,Espanyol,3,0,0,Getafe,7,0,0,Juan Martinez Munuera,4.9,0.19,RCDE Stadium,"Cornella, Spain",11756
Round 12,17/11/17,Girona,4,0,0,Real Sociedad,2,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Estadi Montilivi,"Girona, Spain",10136
Round 12,18/11/17,Getafe,3,0,0,Alavés,3,0,0,Santiago Jaime Latre,5.58,0.22,Coliseum Alfonso Pérez,"Getafe, Spain",10014
Round 12,18/11/17,Leganés,1,0,0,Barcelona,2,0,0,Alberto Undiano,4.53,0.14,Estadio Municipal de Butarque,"Leganes, Spain",11454
Round 12,18/11/17,Sevilla,3,0,0,Celta,2,0,0,Carlos Del Cerro Grande,4.81,0.22,Ramón Sánchez Pizjuán,"Seville, Spain",35030
Round 12,18/11/17,Atl. Madrid,6,0,0,Real Madrid,2,0,0,David Fernandez Borbalan,5.63,0.31,Cívitas Metropolitano,"Madrid, Spain",66496
Round 12,19/11/17,Málaga,4,0,0,Deportivo,5,0,0,Juan Martinez Munuera,4.9,0.19,La Rosaleda,"Malaga, Spain",24563
Round 12,19/11/17,Espanyol,0,0,0,Valencia,4,0,0,Alejandro Hernandez,5.52,0.27,RCDE Stadium,"Cornella, Spain",25529
Round 12,19/11/17,Las Palmas,1,0,0,Levante,4,0,0,Mario Melero Lopez,5.53,0.2,Gran Canaria,"Las Palmas de Gran Canaria, Spain",26212
Round 12,19/11/17,Athletic Club,1,0,0,Villarreal,3,0,0,David Medie Jimenez,4.94,0.31,San Mamés,"Bilbao, Spain",3666
Round 12,20/11/17,Eibar,2,0,0,Betis,2,1,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Ipurua Municipal Stadium,"Eibar, Spain",4638
Round 11,3/11/2017,Betis,2,0,0,Getafe,6,0,0,Antonio Mateu Lahoz,5.18,0.22,Benito Villamarin,"Seville, Spain",42323
Round 11,4/11/2017,Valencia,1,0,0,Leganés,2,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Mestalla,"Valencia, Spain",39694
Round 11,4/11/2017,Deportivo,4,0,0,Atl. Madrid,2,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Riazor,"La Coruna, Spain",22733
Round 11,4/11/2017,Alavés,7,0,0,Espanyol,1,0,1,Pablo Gonzales Fuertes,5.91,0.37,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",19368
Round 11,4/11/2017,Barcelona,1,0,0,Sevilla,0,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Spotify Camp Nou,"Barcelona, Spain",70723
Round 11,5/11/2017,Levante,3,0,0,Girona,4,0,0,José Luis Munuera Montero,4.75,0.37,Ciudad de Valencia,"Valencia, Spain",18324
Round 11,5/11/2017,Celta,2,0,0,Athletic Club,3,0,0,Jesus Gil Manzano,5.28,0.26,Municipal de Balaidos,"Vigo, Spain",19779
Round 11,5/11/2017,Real Sociedad,0,0,0,Eibar,3,0,0,Daniel Jesus Trujillo Suarez,4.75,0.26,Reale Arena,"San Sebastian, Spain",20387
Round 11,5/11/2017,Villarreal,2,0,0,Málaga,5,0,0,Javier Estrada Fernandez,5.38,0.25,Estadio de la Ceramica,"Villarreal, Spain",17755
Round 11,5/11/2017,Real Madrid,2,0,0,Las Palmas,1,0,0,Jose Maria Sanchez Martinez,5.72,0.28,Santiago Bernabéu,"Madrid, Spain",67120
Round 10,28/10/17,Alavés,5,0,0,Valencia,1,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",18638
Round 10,28/10/17,Atl. Madrid,0,0,0,Villarreal,4,0,0,Alberto Undiano,4.53,0.14,Cívitas Metropolitano,"Madrid, Spain",67703
Round 10,28/10/17,Athletic Club,1,0,0,Barcelona,4,0,0,Juan Martinez Munuera,4.9,0.19,San Mamés,"Bilbao, Spain",43570
Round 10,28/10/17,Sevilla,0,0,0,Leganés,3,0,0,David Medie Jimenez,4.94,0.31,Ramón Sánchez Pizjuán,"Seville, Spain",32097
Round 10,29/10/17,Getafe,3,0,0,Real Sociedad,2,0,0,Jose Maria Sanchez Martinez,5.72,0.28,Coliseum Alfonso Pérez,"Getafe, Spain",11010
Round 10,29/10/17,Girona,2,0,0,Real Madrid,1,0,0,Alejandro Hernandez,5.52,0.27,Estadi Montilivi,"Girona, Spain",13382
Round 10,29/10/17,Eibar,1,0,0,Levante,3,0,0,Javier Alberola Rojas,3.71,0.15,Ipurua Municipal Stadium,"Eibar, Spain",5131
Round 10,29/10/17,Málaga,2,0,0,Celta,3,0,0,Santiago Jaime Latre,5.58,0.22,La Rosaleda,"Malaga, Spain",19541
Round 10,30/10/17,Espanyol,2,0,0,Betis,5,0,0,Ignacio Iglesias Villanueva,5.62,0.35,RCDE Stadium,"Cornella, Spain",17856
Round 10,30/10/17,Las Palmas,1,0,0,Deportivo,1,0,0,Carlos Del Cerro Grande,4.81,0.22,Gran Canaria,"Las Palmas de Gran Canaria, Spain",14805
Round 9,21/10/17,Levante,1,0,0,Getafe,3,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Ciudad de Valencia,"Valencia, Spain",18064
Round 9,21/10/17,Betis,2,0,0,Alavés,2,0,0,Daniel Jesus Trujillo Suarez,4.75,0.26,Benito Villamarin,"Seville, Spain",49243
Round 9,21/10/17,Valencia,2,0,0,Sevilla,4,0,0,Javier Estrada Fernandez,5.38,0.25,Mestalla,"Valencia, Spain",44307
Round 9,21/10/17,Barcelona,1,0,0,Málaga,4,0,0,Pablo Gonzales Fuertes,5.91,0.37,Spotify Camp Nou,"Barcelona, Spain",74397
Round 9,22/10/17,Villarreal,1,0,0,Las Palmas,5,0,0,David Fernandez Borbalan,5.63,0.31,Estadio de la Ceramica,"Villarreal, Spain",16606
Round 9,22/10/17,Celta,3,0,0,Atl. Madrid,5,0,0,José Luis Munuera Montero,4.75,0.37,Municipal de Balaidos,"Vigo, Spain",12978
Round 9,22/10/17,Leganés,3,0,0,Athletic Club,4,0,0,Antonio Mateu Lahoz,5.18,0.22,Estadio Municipal de Butarque,"Leganes, Spain",11454
Round 9,22/10/17,Real Madrid,1,0,0,Eibar,1,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Santiago Bernabéu,"Madrid, Spain",66189
Round 9,23/10/17,Real Sociedad,4,0,1,Espanyol,4,0,0,Mario Melero Lopez,5.53,0.2,Reale Arena,"San Sebastian, Spain",18515
Round 9,23/10/17,Deportivo,3,0,0,Girona,8,0,0,Jesus Gil Manzano,5.28,0.26,Riazor,"La Coruna, Spain",17463
